entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution,entry_type
2016-08-05,2016-08-19,-1.0,10,-0.11462864208420132,2016-08-19,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.0016500468251012812,-0.1162786889093026,momentum
2016-08-22,2016-09-28,-1.0,26,0.03704039357323041,2016-11-23,,,0,,,unknown,false,no_data,,,0,,false,true,,no_signal,-0.0036412648415360405,0.04068165841476645,momentum
2016-09-29,2016-10-10,-1.0,7,-0.043286449313133746,2016-11-23,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.006893915882631552,-0.0501803651957653,momentum
2016-10-11,2016-11-07,-1.0,19,-0.02240107717928863,2016-11-23,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,-0.0013115500887284082,-0.021089527090560223,momentum
2016-11-08,2016-11-09,-1.0,1,-0.012585331815773149,2016-11-23,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.010602074873060197,-0.023187406688833345,momentum
2017-02-03,2017-04-25,-1.0,55,-0.053617925586138204,2017-02-17,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.04468373332980846,-0.09830165891594667,momentum
2017-04-26,2017-05-05,-1.0,7,-0.004975503765111133,2017-05-19,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.005452943281307299,-0.010428447046418432,momentum
2017-05-05,2017-05-19,1.0,10,0.06887116558462347,2017-05-19,,,0,,,unknown,false,no_data,,,0,,false,true,,no_signal,-0.005799091956349756,0.07467025754097323,momentum
2017-05-22,2017-06-27,1.0,25,0.0023823497785173675,2017-08-18,,,0,,,unknown,false,no_data,,,0,,false,true,,no_signal,0.012470349903196398,-0.01008800012467903,momentum
2017-06-28,2017-08-04,1.0,26,0.0508624200851675,2017-08-18,,,0,,,unknown,false,no_data,,,0,,false,true,,no_signal,0.01609936236001963,0.03476305772514787,momentum
2017-08-04,2017-08-17,-1.0,9,0.04447006368226458,2017-08-18,,,0,,,unknown,false,no_data,,,0,,false,true,,no_signal,-0.01746090881344231,0.06193097249570689,momentum
2017-08-18,2017-09-11,-1.0,15,-0.005285183886807987,2017-08-18,,,0,,,unknown,false,no_data,,,0,,false,false,,no_signal,0.026780827920444894,-0.03206601180725288,momentum
2017-09-12,2017-09-19,-1.0,5,-0.04963293252323431,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,false,,direction_wrong_loss,0.0046411223005182745,-0.05427405482375258,momentum
2017-09-20,2017-10-03,-1.0,9,-0.038533884946628794,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,false,,direction_wrong_loss,0.0111972700920977,-0.04973115503872649,momentum
2017-10-04,2017-10-27,-1.0,17,-0.03833883321768794,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,false,,direction_wrong_loss,0.01797268211625047,-0.05631151533393841,momentum
2017-10-30,2017-11-08,-1.0,7,-0.017687363653261068,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,false,,direction_wrong_loss,0.00919199811355953,-0.026879361766820598,momentum
2017-11-08,2017-11-20,1.0,8,0.016933736374715513,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,true,,direction_right_profit,-0.0031260715859126043,0.020059807960628118,momentum
2017-11-21,2018-02-02,1.0,49,0.18930187105273144,2017-11-22,,,0,,,unknown,false,no_data,true,0.16030390738060782,1,,false,true,,direction_right_profit,0.06487936129904703,0.12442250975368441,momentum
2018-02-02,2018-02-05,-1.0,1,0.048132786742419054,2018-02-16,,,0,,,unknown,false,no_data,true,0.080234375,1,,false,true,,direction_right_profit,-0.04182267293629216,0.08995545967871121,momentum
2018-02-06,2018-02-07,-1.0,1,0.0027184720483662828,2018-02-16,,,0,,,unknown,false,no_data,true,0.080234375,1,,false,true,,direction_right_profit,-0.0054249181993488715,0.008143390247715154,momentum
2018-02-08,2018-02-09,-1.0,1,-0.008265224701426543,2018-02-16,,,0,,,unknown,false,no_data,true,0.080234375,1,,false,false,,direction_wrong_loss,0.015021805424452417,-0.02328703012587896,momentum
2018-02-12,2018-02-14,-1.0,2,-0.02556363195021527,2018-02-16,,,0,,,unknown,false,no_data,true,0.080234375,1,,false,false,,direction_wrong_loss,0.01601729661091822,-0.04158092856113349,momentum
2018-02-15,2018-02-16,-1.0,1,-0.015766736479507548,2018-02-16,,,0,,,unknown,false,no_data,true,0.080234375,1,,false,false,,direction_wrong_loss,0.0002929317023974143,-0.016059668181904962,momentum
2018-02-20,2018-03-06,-1.0,10,0.03799226745394402,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,true,,direction_right_profit,0.005453248920644693,0.032539018533299324,momentum
2018-03-07,2018-03-09,-1.0,2,-0.06352153763508994,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,false,,direction_wrong_loss,0.022325740171932118,-0.08584727780702206,momentum
2018-03-12,2018-03-27,-1.0,11,0.07236468938455443,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,true,,direction_right_profit,-0.060592684444783274,0.1329573738293377,momentum
2018-03-28,2018-04-05,-1.0,5,0.0009240076611018999,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,true,,direction_right_profit,0.022360989074131865,-0.021436981413029965,momentum
2018-04-06,2018-04-12,-1.0,4,-0.033495512684615925,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,false,,direction_wrong_loss,0.02391026410729391,-0.057405776791909835,momentum
2018-04-13,2018-04-24,-1.0,7,0.07914404617149906,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,true,,direction_right_profit,-0.008183745149768273,0.08732779132126733,momentum
2018-04-25,2018-05-04,-1.0,7,0.005072692964528169,2018-05-18,,,0,,,unknown,false,no_data,true,0.09387755102040816,1,,false,true,,direction_right_profit,0.009065444136675316,-0.0039927511721471465,momentum
2019-02-01,2019-02-15,1.0,10,-0.029838819284849438,2019-02-15,4.6409112726444744e-15,,1,,,unknown,false,no_data,true,0.15704347826086956,1,0.1570434782608695,true,false,,direction_wrong_loss,0.02706849044486659,-0.05690730972971603,momentum
2019-02-19,2019-03-06,1.0,11,0.006231704868826515,2019-05-17,-1.3922718866631368e-10,,-1,,,unknown,false,no_data,true,0.1098238747553816,1,0.10982387475491752,false,true,,direction_right_profit,-0.0018713821964418953,0.00810308706526841,momentum
2019-03-07,2019-04-10,1.0,24,0.008704298800678911,2019-05-17,-1.3922718866631368e-10,,-1,,,unknown,false,no_data,true,0.1098238747553816,1,0.10982387475491752,false,true,,direction_right_profit,0.05290631692953407,-0.04420201812885516,momentum
2019-04-11,2019-04-25,1.0,9,0.01030236796768591,2019-05-17,-1.3922718866631368e-10,,-1,,,unknown,false,no_data,true,0.1098238747553816,1,0.10982387475491752,false,true,,direction_right_profit,0.013323635118945854,-0.003021267151259943,momentum
2019-04-26,2019-05-03,1.0,5,0.01151499257141575,2019-05-17,-1.3922718866631368e-10,,-1,,,unknown,false,no_data,true,0.1098238747553816,1,0.10982387475491752,false,true,,direction_right_profit,0.0021131432049468213,0.009401849366468928,momentum
2020-02-06,2020-02-21,-1.0,10,-0.05075204162587532,2020-02-21,-0.2548030895320832,,-1,,,unknown,false,no_data,true,0.23080645161290322,1,0.25896379077782294,false,false,,direction_wrong_loss,-0.0014970259907962635,-0.04925501563507906,momentum
2020-02-24,2020-03-02,-1.0,5,0.046200326900246225,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,true,,direction_right_profit,-0.041343569696758786,0.08754389659700501,momentum
2020-03-03,2020-03-06,-1.0,3,-0.039675643515742154,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,false,,direction_wrong_loss,-0.009258690275396941,-0.030416953240345213,momentum
2020-03-09,2020-03-10,-1.0,1,-0.033266613370221076,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,false,,direction_wrong_loss,0.051744914907717154,-0.08501152827793823,momentum
2020-03-11,2020-03-12,-1.0,1,0.10618309901224099,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,true,,direction_right_profit,-0.09567717585070157,0.20186027486294256,momentum
2020-03-13,2020-03-16,-1.0,1,0.13608206689031954,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,true,,direction_right_profit,-0.10942334258050579,0.24550540947082533,momentum
2020-03-17,2020-03-18,-1.0,1,0.09865033562641279,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,true,,direction_right_profit,-0.05063288387787712,0.1492832195042899,momentum
2020-03-19,2020-03-20,-1.0,1,0.06710693511065269,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,true,,direction_right_profit,-0.04309433147654784,0.11020126658720053,momentum
2020-03-23,2020-03-24,-1.0,1,-0.13360341990746094,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,false,,direction_wrong_loss,0.09060310519441384,-0.22420652510187478,momentum
2020-03-25,2020-03-26,-1.0,1,-0.08249688396567034,2020-05-22,-0.001634518657231098,,-1,,,unknown,false,no_data,true,0.08475967174677608,1,0.08488584004676744,false,false,,direction_wrong_loss,0.05839004533919612,-0.14088692930486646,momentum
