entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution,entry_type
2022-02-14,2022-02-16,1.0,2,0.09145426800468925,2022-03-08,,,0,,,unknown,false,no_data,true,0.16551724137931034,1,,false,true,,direction_right_profit,0.0,0.09145426800468925,momentum
2022-02-17,2022-02-18,1.0,1,-0.02419350428145084,2022-03-08,,,0,,,unknown,false,no_data,true,0.16551724137931034,1,,false,false,,direction_wrong_loss,0.0,-0.02419350428145084,momentum
2022-02-22,2022-02-23,1.0,1,-0.007863092955364248,2022-03-08,,,0,,,unknown,false,no_data,true,0.16551724137931034,1,,false,false,,direction_wrong_loss,0.0,-0.007863092955364248,momentum
2023-04-05,2023-04-11,1.0,3,0.10354483354646682,2023-04-27,1.7672786291964697,,1,,,unknown,false,no_data,true,0.012448132780082987,1,,true,true,,direction_right_profit,0.0,0.10354483354646682,momentum
2023-04-12,2023-04-13,1.0,1,0.024031730689483055,2023-04-27,1.7672786291964697,,1,,,unknown,false,no_data,true,0.012448132780082987,1,,true,true,,direction_right_profit,0.0,0.024031730689483055,momentum
2023-04-14,2023-04-19,1.0,3,-0.0483065423751754,2023-04-27,1.7672786291964697,,1,,,unknown,false,no_data,true,0.012448132780082987,1,,true,false,,direction_wrong_loss,0.0,-0.0483065423751754,momentum
2023-10-11,2023-10-12,-1.0,1,0.046959502671737874,2023-11-01,0.32204166545071455,,1,,,unknown,false,no_data,true,0.046511627906976744,1,0.03889563332287098,true,true,,direction_right_profit,0.0,0.046959502671737874,momentum
2023-10-13,2023-10-16,-1.0,1,-0.09576836943430678,2023-11-01,0.32204166545071455,,1,,,unknown,false,no_data,true,0.046511627906976744,1,0.03889563332287098,true,false,,direction_wrong_loss,0.0,-0.09576836943430678,momentum
2023-10-17,2023-10-23,-1.0,4,0.05745124157308179,2023-11-01,0.32204166545071455,,1,,,unknown,false,no_data,true,0.046511627906976744,1,0.03889563332287098,true,true,,direction_right_profit,0.0,0.05745124157308179,momentum
2024-04-10,2024-04-12,1.0,2,-0.029102057650498447,2024-05-01,0.38161531598544135,,1,,,unknown,false,no_data,true,0.06887449004079674,1,0.0662545763019389,true,false,,direction_wrong_loss,0.0,-0.029102057650498447,momentum
2024-04-15,2024-04-16,1.0,1,0.02747041988660559,2024-05-01,0.38161531598544135,,1,,,unknown,false,no_data,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,0.0,0.02747041988660559,momentum
2024-04-17,2024-04-18,1.0,1,-0.01370919235222079,2024-05-01,0.38161531598544135,,1,,,unknown,false,no_data,true,0.06887449004079674,1,0.0662545763019389,true,false,,direction_wrong_loss,0.0,-0.01370919235222079,momentum
2024-07-11,2024-07-15,1.0,2,-0.021734367752354045,2024-08-01,0.007384996272733672,,1,,,unknown,false,no_data,true,0.06063618290258449,1,0.06059380918192079,true,false,,direction_wrong_loss,0.0,-0.021734367752354045,momentum
2024-07-16,2024-07-18,1.0,2,-0.04314796508108476,2024-08-01,0.007384996272733672,,1,,,unknown,false,no_data,true,0.06063618290258449,1,0.06059380918192079,true,false,,direction_wrong_loss,0.0,-0.04314796508108476,momentum
2024-07-19,2024-07-24,1.0,3,-0.00029649136059006764,2024-08-01,0.007384996272733672,,1,,,unknown,false,no_data,true,0.06063618290258449,1,0.06059380918192079,true,false,,direction_wrong_loss,0.0,-0.00029649136059006764,momentum
2024-10-08,2024-10-10,-1.0,2,0.022837870829814144,2024-10-28,0.015187849013023077,,1,,,unknown,false,no_data,true,0.09553303303303304,1,0.095724716983065,true,true,,direction_right_profit,0.0,0.022837870829814144,momentum
2024-10-11,2024-10-17,-1.0,4,0.03654107710881471,2024-10-28,0.015187849013023077,,1,,,unknown,false,no_data,true,0.09553303303303304,1,0.095724716983065,true,true,,direction_right_profit,0.0,0.03654107710881471,momentum
2024-10-18,2024-10-24,-1.0,4,0.03074684860071697,2024-10-28,0.015187849013023077,,1,,,unknown,false,no_data,true,0.09553303303303304,1,0.095724716983065,true,true,,direction_right_profit,0.0,0.03074684860071697,momentum
