entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution
2018-10-09,2018-12-06,-1.0,40,0.13563401054969115,2018-10-23,,,0,,,unknown,false,low,true,0.022710068130204392,1,,false,true,,direction_right_profit,-0.06109954188229072,0.19673355243198187
2018-12-07,2019-01-11,-1.0,23,-0.06920311429878012,2019-01-28,,,0,,,unknown,false,low,true,0.005750350631136045,1,,false,false,,direction_wrong_loss,-0.011677126623317768,-0.05752598767546235
2019-01-11,2019-01-23,1.0,7,0.0043000072431114145,2019-01-28,,,0,,,unknown,false,low,true,0.005750350631136045,1,,false,true,,direction_right_profit,0.017105990447689567,-0.012805983204578153
2019-01-24,2019-03-12,1.0,32,-0.0018834312073766624,2019-01-28,,,0,,,unknown,false,low,true,0.005750350631136045,1,,false,false,,direction_wrong_loss,0.06048224257261969,-0.062365673779996356
2019-03-13,2019-04-09,1.0,19,0.0213484411855136,2019-04-24,,,0,,,unknown,false,low,true,0.0019345238095238096,1,,false,true,,direction_right_profit,0.025718101079718503,-0.0043696598942049025
2019-10-09,2019-12-05,-1.0,40,-0.19021050610856483,2019-10-23,,,0,,,unknown,false,low,false,-0.05705838876570584,-1,,false,false,,direction_wrong_loss,0.07123971840077514,-0.26145022450933997
2019-12-06,2020-01-22,-1.0,30,-0.006379434783110094,2020-01-31,,,0,,,unknown,false,low,false,-0.03565663976522377,-1,,false,false,,direction_wrong_loss,0.05748119672618324,-0.06386063150929333
2020-01-23,2020-03-16,-1.0,36,0.34563919206762916,2020-01-31,,,0,,,unknown,false,low,false,-0.03565663976522377,-1,,false,true,,direction_right_profit,-0.27695044218824194,0.6225896342558711
2020-03-17,2020-04-14,-1.0,19,-0.16247507108197423,2020-04-28,,,0,,,unknown,false,low,false,-0.07762359063313096,-1,,false,false,,direction_wrong_loss,0.1291883803643732,-0.2916634514463474
2020-04-14,2020-06-10,1.0,40,0.1474579308130104,2020-04-28,,,0,,,unknown,false,low,false,-0.07762359063313096,-1,,false,true,,direction_right_profit,0.12407027124268488,0.023387659570325514
2020-06-11,2020-07-24,1.0,30,0.14035678439995936,2020-07-31,-1.1268091139487584,,-1,,,unknown,false,low,true,0.07726293103448276,1,,false,true,,direction_right_profit,0.07212753938467187,0.06822924501528749
2020-07-27,2020-09-14,1.0,34,0.09736193172645646,2020-07-31,-1.1268091139487584,,-1,,,unknown,false,low,true,0.07726293103448276,1,,false,true,,direction_right_profit,0.047150233333642655,0.05021169839281381
2020-09-15,2020-12-09,1.0,60,0.21917843787470392,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,true,,direction_right_profit,0.08274826286081849,0.13643017501388544
2020-12-10,2021-01-26,1.0,30,0.05231241945033993,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,true,,direction_right_profit,0.05098022574440164,0.0013321937059382893
2021-01-27,2021-03-15,1.0,32,0.27741778857050714,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,true,,direction_right_profit,0.05875899693604292,0.21865879163446422
2021-03-16,2021-04-15,1.0,21,0.026759550074353156,2021-04-29,-9.766485248059497e-10,,-1,,,unknown,false,medium,true,0.09759926131117266,1,0.0975992612582015,false,true,,direction_right_profit,0.053855788480346556,-0.0270962384059934
2021-04-15,2021-04-28,-1.0,9,-0.00356997071363363,2021-04-29,-9.766485248059497e-10,,-1,,,unknown,false,medium,true,0.09759926131117266,1,0.0975992612582015,false,false,,direction_wrong_loss,0.003679022324871273,-0.007248993038504903
2021-04-29,2021-06-11,-1.0,30,0.02976228830238903,2021-04-29,-9.766485248059497e-10,,-1,,,unknown,false,medium,true,0.09759926131117266,1,0.0975992612582015,false,true,,direction_right_profit,0.010117257510388722,0.019645030792000306
2021-06-14,2021-07-27,-1.0,30,0.0364530958004472,2021-07-30,2.8866194617571345e-11,,1,,,unknown,false,medium,true,0.036093247588424436,1,0.03609324758838885,true,true,,direction_right_profit,0.035710366878755284,0.0007427289216919153
2021-07-28,2021-09-13,-1.0,32,0.024782367337216726,2021-07-30,2.8866194617571345e-11,,1,,,unknown,false,medium,true,0.036093247588424436,1,0.03609324758838885,true,true,,direction_right_profit,0.017660620737738553,0.007121746599478174
2021-09-14,2021-10-14,-1.0,22,0.03953947147022141,2021-10-28,-0.029075497130656613,,-1,,,unknown,false,medium,false,-0.015329626687847498,-1,0.015141686047521273,true,true,,direction_right_profit,-0.0005680259730022064,0.040107497443223616
