entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,contemp_corr,leading_corr,correlation_regime,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,outcome,benchmark_return,alpha_contribution
2018-07-06,2018-10-10,1.0,67,0.058230083809754474,2018-08-17,1.7603822535031413,0.0,1,,,unknown,low,true,0.12046739130434783,1,,true,true,direction_right_profit,0.015030621309583214,0.04319946250017126
2018-10-10,2019-01-03,-1.0,57,0.018038324711009524,2018-11-21,-4.645333855224024e-15,0.0,-1,,,unknown,low,true,0.09614668218859139,1,,false,true,direction_right_profit,-0.11736917011443315,0.13540749482544268
2019-01-03,2019-04-04,1.0,63,0.14566085643346538,2019-02-15,4.6409112726444744e-15,0.0,1,0.9999999999999999,,strong_positive,medium,true,0.15704347826086956,1,0.1570434782608695,true,true,direction_right_profit,0.18113494706508093,-0.03547409063161555
2019-04-04,2019-04-18,-1.0,10,-0.029286174171297752,2019-05-17,-1.3922718866631368e-10,0.0,-1,0.9815340892500548,0.9999999999999999,strong_positive,medium,true,0.1098238747553816,1,0.10982387475491752,false,false,direction_wrong_loss,0.009889308495438565,-0.039175482666736317
2019-04-22,2019-05-17,-1.0,19,0.202955919478364,2019-05-17,-1.3922718866631368e-10,0.0,-1,0.9815340892500548,0.9999999999999999,strong_positive,medium,true,0.1098238747553816,1,0.10982387475491752,false,true,direction_right_profit,-0.015261151686210561,0.21821707116457456
2019-05-20,2019-06-10,-1.0,14,-0.10667075621876054,2019-08-16,-0.5884184240530863,0.7435897435897436,-1,0.9765557405096268,0.5000000000002672,strong_positive,high,true,0.07913978494623657,1,0.0789601934823105,false,false,direction_wrong_loss,0.017678945093374754,-0.1243497013121353
2019-06-11,2019-06-24,-1.0,9,-0.11253337429284116,2019-08-16,-0.5884184240530863,0.7435897435897436,-1,0.9765557405096268,0.5000000000002672,strong_positive,high,true,0.07913978494623657,1,0.0789601934823105,false,false,direction_wrong_loss,0.02135057317693101,-0.13388394746977217
2019-06-25,2019-10-16,-1.0,79,-0.03802870274810766,2019-08-16,-0.5884184240530863,0.7435897435897436,-1,0.9765557405096268,0.5000000000002672,strong_positive,high,true,0.07913978494623657,1,0.0789601934823105,false,false,direction_wrong_loss,0.031015082477511058,-0.06904378522561871
2019-10-16,2020-01-08,1.0,57,0.032758854481894195,2019-11-27,0.0004907723545181354,0.0,-1,-0.33333333349929944,0.33333333326802295,regime_shift,medium,true,0.16560659599528857,1,0.16557167844100001,false,true,direction_right_profit,0.0926449953607631,-0.0598861408788689
2020-01-08,2020-03-12,-1.0,44,0.25872662861715556,2020-02-21,-0.2548030895320832,0.5769243857780754,1,-0.33296226466547185,-0.3333340895606658,regime_shift,medium,true,0.23080645161290322,1,0.25896379077782294,true,true,direction_right_profit,-0.2352904949103357,0.4940171235274913
