entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution
2020-07-30,2020-08-10,-1.0,7,-0.03868929413886213,2020-07-31,-1.1268091139487584,,-1,,,unknown,false,low,true,0.07726293103448276,1,,false,false,,direction_wrong_loss,0.03583773846309124,-0.07452703260195337
2020-08-11,2020-08-25,-1.0,10,0.009682618233351703,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,true,,direction_right_profit,0.03401477380453244,-0.024332155571180736
2020-08-26,2020-09-02,-1.0,5,-0.052457175393143096,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,0.029145342519941497,-0.0816025179130846
2020-09-03,2020-09-09,-1.0,3,-0.040406020452768976,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,-0.01621350527364096,-0.024192515179128016
2020-09-10,2020-09-17,-1.0,5,-0.02675799763267328,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,0.00583985895012451,-0.03259785658279779
2020-09-18,2020-09-28,-1.0,6,0.030907845144840795,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,true,,direction_right_profit,0.010706240724643878,0.020201604420196917
2020-09-29,2020-10-02,-1.0,3,-0.017162638210897807,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,0.004422610393134407,-0.021585248604032214
2020-10-05,2020-10-09,-1.0,4,-0.035507258440709455,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,0.020867820964105332,-0.05637507940481479
2020-10-12,2020-10-16,-1.0,4,-0.03775926268969232,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,false,,direction_wrong_loss,-0.014584662972695228,-0.02317459971699709
2020-10-19,2020-10-30,-1.0,9,0.0568299303222225,2020-10-27,-1.5143612755338107,,-1,,,unknown,false,low,true,0.03792016806722689,1,,false,true,,direction_right_profit,-0.045232483786915134,0.10206241410913763
2020-11-02,2020-11-03,-1.0,1,-0.027071634411475642,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,false,,direction_wrong_loss,0.0176557636169965,-0.04472739802847214
2020-11-04,2020-11-05,-1.0,1,-0.05063459295509287,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,false,,direction_wrong_loss,0.0195029440488792,-0.07013753700397207
2020-11-06,2020-11-09,-1.0,1,-0.05908650925197678,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,false,,direction_wrong_loss,0.012565627641455412,-0.0716521368934322
2020-11-10,2020-11-24,-1.0,10,-0.026697880429201293,2021-01-29,1.0578127829606208e-15,,1,,,unknown,false,medium,true,0.009433962264150943,1,0.009433962264150672,true,false,,direction_wrong_loss,0.02592905211164065,-0.05262693254084194
